longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.13,34.88,21,3254,669,1548,545,2.34,57100,INLAND
-117.12,32.56,20,2524,682,1819,560,2.93,257700,NEAR OCEAN
-117.12,32.57,28,1594,275.5,956.5,292,3.75,153700,NEAR OCEAN
-117.12,32.58,30,1681.5,387.5,1047.5,385.5,3.04,134150,NEAR OCEAN
-117.12,32.59,28,2793,706,1825,676,2.67,144500,NEAR OCEAN
-117.12,32.66,52,16,4,8,3,1.13,60000,NEAR OCEAN
-117.12,32.69,41.5,641,185.5,663,165,1.57,91150,NEAR OCEAN
-117.12,32.7,31.25,1002.25,263.75,985.25,255.5,1.34,79600,NEAR OCEAN
-117.12,32.71,28.5,838.5,216,855.5,217,1.29,94900,NEAR OCEAN
-117.12,32.72,36,6096,1285,3093,1229,3.37,159100,NEAR OCEAN
-117.12,32.73,51,3141.5,571,1318.5,562.5,3.47,172100,NEAR OCEAN
-117.12,32.74,49,1933.5,415,927.5,431.5,3.53,159300,NEAR OCEAN
-117.12,32.75,21.17,2249.67,620.5,1321.5,571.83,2.12,115100,NEAR OCEAN
-117.12,32.77,45.5,2089.5,443,935,427.5,2.96,183600,NEAR OCEAN
-117.12,32.78,4,2782,817,1309,787,4.26,124200,NEAR OCEAN
-117.12,32.8,30,2295,438,1135.5,433.5,3.84,170250,NEAR OCEAN
-117.12,32.9,13.5,2496,650,1391.5,595.5,3.76,115350,<1H OCEAN
-117.12,32.91,8,3405,961,1742,918,2.87,114600,<1H OCEAN
-117.12,32.93,7,1427,243,927,239,5.36,218900,<1H OCEAN
-117.12,32.95,6,6344,1054,3080.5,1045,5.67,240900,<1H OCEAN
-117.12,32.96,15.5,2959.5,482,1485,457,5.63,197300,<1H OCEAN
-117.12,33.07,45,1032,235,363,177,3.64,186600,<1H OCEAN
-117.12,33.14,14,2036.5,340,1118,331.5,4.03,168100,<1H OCEAN
-117.12,33.15,7,2810,464,1564,457,4.47,182800,<1H OCEAN
-117.12,33.27,11,3016,601,1727,541,4.94,232800,<1H OCEAN
-117.12,33.49,4,21988,4055,8824,3252,4,191100,<1H OCEAN
-117.12,33.52,4,30401,4957,13251,4339,4.58,212300,<1H OCEAN
-117.12,33.61,2,2569,431,1232,388,4.37,145600,<1H OCEAN
-117.12,34.04,25,2495,438,1071,405,4.82,146600,INLAND
-117.12,34.06,38,281,55,151,52,1.39,120800,INLAND
-117.12,34.1,40,96,14,46,14,3.27,162500,INLAND
-117.12,34.21,19,4641,994,1334,474,4.6,123900,INLAND
-117.12,34.46,17,1613,326,765,300,2.68,110400,INLAND
-117.11,32.57,32,2723,586,1702,562,3.34,140500,NEAR OCEAN
-117.11,32.58,20.33,1949.67,462,1351,448.67,2.43,131033.333333333,NEAR OCEAN
-117.11,32.59,17.5,2174.5,557,1533.5,533.5,2.15,148150,NEAR OCEAN
-117.11,32.62,27,1846,509,1078,482,2.17,131500,NEAR OCEAN
-117.11,32.64,23,1619,447,1025,415,1.86,67500,NEAR OCEAN
-117.11,32.66,52,25,5,14,9,1.63,118800,NEAR OCEAN
-117.11,32.67,48.25,481.75,131.75,425,125.75,1.64,79075,NEAR OCEAN
-117.11,32.68,36,26,14,58,23,1.91,125000,NEAR OCEAN
-117.11,32.69,36.5,1338.75,362,1449.5,354.5,2.09,89500,NEAR OCEAN
-117.11,32.7,34.67,2017.67,504,1781,454.67,1.68,83033.3333333333,NEAR OCEAN
-117.11,32.71,29.5,1384.5,374,1363.5,378.5,1.44,84550,NEAR OCEAN
-117.11,32.72,25,1491,348,1183,316,1.96,88600,NEAR OCEAN
-117.11,32.73,32,1981.67,415,1112.33,400.33,3.35,118866.666666667,NEAR OCEAN
-117.11,32.74,27.67,1552,367,1186,353.33,2.63,104033.333333333,NEAR OCEAN
-117.11,32.75,25,1695,494.67,1298.5,462.83,2.02,99483.3333333333,NEAR OCEAN
-117.11,32.77,50.5,1555.25,271,545.75,266.25,4.31,247175,NEAR OCEAN
-117.11,32.78,16,2345,671,1050,625.5,3.6,103350,NEAR OCEAN
-117.11,32.79,16,2182.5,644.5,1067.5,606,3.45,113100,NEAR OCEAN
-117.11,32.8,17,3890,586,2791,595,3.22,67500,NEAR OCEAN
-117.11,32.81,15,3428,491,2303,486,2.6,67500,NEAR OCEAN
-117.11,32.82,16.33,3336,634.67,2095.33,608.33,3.3,151333.333333333,NEAR OCEAN
-117.11,32.84,16,4608,629,2020,636,6.04,243000,<1H OCEAN
-117.11,32.9,16,2043,388,705,352,4.48,161500,<1H OCEAN
-117.11,32.91,15,1840,235,855,241,7.6,310600,<1H OCEAN
-117.11,32.95,11,4694,824,2223,783,4.95,231800,<1H OCEAN
-117.11,32.97,9,1531,242,850,240,6.09,263600,<1H OCEAN
-117.11,33.11,17,2641,627,1167,647,2.29,132400,<1H OCEAN
-117.11,33.12,46,52,13,59,13,3.88,200000,<1H OCEAN
-117.11,33.14,10,3208,636,1395,582,3.45,190500,<1H OCEAN
-117.11,33.15,14,8374,1407,2916,1295,4.7,191100,<1H OCEAN
-117.11,33.19,15,3154,488,1656,429,5.05,222400,<1H OCEAN
-117.11,33.23,13,5819,919,2228,866,4.93,298100,<1H OCEAN
-117.11,33.74,18,4799,1035,1966,944,2.12,71300,INLAND
-117.11,33.75,17,4174,851,1845,780,2.26,96100,INLAND
-117.11,33.78,13,1914,339,930,304,4.19,161200,INLAND
-117.11,33.83,14,2715,500,1540,464,3.8,139600,INLAND
-117.11,33.98,25,1254,312,715,301,2.73,149000,INLAND
-117.11,34.43,14,3026,556,1349,485,2.8,111200,INLAND
-117.1,32.56,16,2687,501,1502,480,3.75,146800,NEAR OCEAN
-117.1,32.57,20,3700.5,835,2441.5,782.5,3.34,139300,NEAR OCEAN
-117.1,32.58,25.8,1555.6,361,1176.2,355.8,3.18,128140,NEAR OCEAN
-117.1,32.59,21,2350,667,1621,613,2.07,87500,NEAR OCEAN
-117.1,32.64,29,1578,460,1236,461,2.57,134700,NEAR OCEAN
-117.1,32.66,27,1782,560,1785,560,2.15,106300,NEAR OCEAN
-117.1,32.69,28,2451.5,679.5,2259.75,618,1.83,92975,NEAR OCEAN
-117.1,32.7,35,1317.5,312.5,1015,317,2.55,90950,NEAR OCEAN
-117.1,32.72,5,1615,387,1094,394,2.2,137200,NEAR OCEAN
-117.1,32.73,24,2927,704,2005,668,2.24,102900,NEAR OCEAN
-117.1,32.75,16.75,2045.5,638.5,1631.63,583.63,1.53,94062.5,NEAR OCEAN
-117.1,32.77,49,4449,711,1606,709,5.78,281600,NEAR OCEAN
-117.1,32.83,16,2631.5,449,1143.5,429.5,5.29,213800,<1H OCEAN
-117.1,32.9,16,2994,445,1047,437,5.15,184300,<1H OCEAN
-117.1,32.96,7,3619,770,1134,482,4.13,167600,<1H OCEAN
-117.1,32.97,17,3167,861,2098,828,2.45,85800,<1H OCEAN
-117.1,33,5,15502,2613,7417,2358,5.91,261100,<1H OCEAN
-117.1,33.07,16,2402,336,1080,365,8.68,347300,<1H OCEAN
-117.1,33.09,5,12045,2162,5640,1997,4.44,353000,<1H OCEAN
-117.1,33.12,12,961,342,315,201,0.81,275000,<1H OCEAN
-117.1,33.14,7,10665,2576,4917,2424,2.32,159500,<1H OCEAN
-117.1,33.15,5,3159,685,1398,581,3.15,161100,<1H OCEAN
-117.1,33.17,12,2465,412,1226,428,5.48,183800,<1H OCEAN
-117.1,33.36,19,3518,658,2091,610,3.26,168800,<1H OCEAN
-117.1,33.56,6,1868,289,750,247,4.38,307600,<1H OCEAN
-117.1,34.03,24,4144,826,2127,772,2.52,96000,INLAND
-117.1,34.21,22,4397,931,1145,445,4.53,108400,INLAND
-117.1,34.57,6,5110,1044,1938,724,3.19,112800,INLAND
-117.09,32.55,8,6533,1217,4797,1177,3.96,144400,NEAR OCEAN
-117.09,32.56,8,864,156,626,172,4.9,151500,NEAR OCEAN
-117.09,32.58,12,2565,567,1785,545,3.03,135300,NEAR OCEAN
-117.09,32.61,22,1551,369.5,987.5,366,2.9,115900,NEAR OCEAN
-117.09,32.63,30,1770,465.5,1177.5,455,2.13,108750,NEAR OCEAN
-117.09,32.64,26.2,2689.8,762.6,1575,731.2,2.09,124980,NEAR OCEAN
-117.09,32.65,22.5,2477,654,1466,616.5,2.62,147900,NEAR OCEAN
-117.09,32.67,34,1604,440.5,1282,422,2.07,112950,NEAR OCEAN
-117.09,32.7,18.5,1639,399.5,1387,397,1.43,89200,NEAR OCEAN
-117.09,32.71,20.5,2806.5,734,2209,656,2.03,101550,NEAR OCEAN
-117.09,32.72,36,1184.5,243,743,233,1.89,107150,NEAR OCEAN
-117.09,32.73,27,3111.5,640,1753.5,624.5,3.24,122200,NEAR OCEAN
-117.09,32.74,32.5,2558,625.5,1972,609.5,2.25,101650,NEAR OCEAN
-117.09,32.75,24.2,1760.8,504.6,1524.4,467.6,1.6,99520,NEAR OCEAN
-117.09,32.77,34.5,2563.5,374,1037.5,441,3.11,254000,NEAR OCEAN
-117.09,32.78,28,1708,393,816,393,2.99,165300,NEAR OCEAN
-117.09,32.79,30.75,1916.75,390.5,853.75,371.25,3.5,172150,NEAR OCEAN
-117.09,32.8,25.5,1414.5,259.5,581,262,3.43,152700,NEAR OCEAN
-117.09,32.81,7,6100,1185,2710,1040,5.57,288200,NEAR OCEAN
-117.09,32.83,15,4138,636,2001,677,4.84,264000,<1H OCEAN
-117.09,32.9,16,1989,290,814,291,6.27,255100,<1H OCEAN
-117.09,32.91,12.5,2008.5,291,814.5,279.5,6.81,268950,<1H OCEAN
-117.09,32.98,23,1125,273,687,308,2.32,268800,<1H OCEAN
-117.09,32.99,17,2695,457.5,1327.5,417.5,4.9,209100,<1H OCEAN
-117.09,33.03,17,2786,396,1228,396,6.42,220700,<1H OCEAN
-117.09,33.1,21,2876,539,1387,499,3.83,177000,<1H OCEAN
-117.09,33.11,32,1713,321,891,286,3.14,171600,<1H OCEAN
-117.09,33.12,11,567,184,620,163,2.53,122500,<1H OCEAN
-117.09,33.13,9,5685,1442,3773,1250,3.04,129900,<1H OCEAN
-117.09,33.15,13,3958,865,1981,840,3.48,137500,<1H OCEAN
-117.09,33.71,13,1974,426,1276,408,1.97,90500,INLAND
-117.09,34.01,37,106,18,27,12,4.06,131300,INLAND
-117.09,34.07,24,6260,1271,3132,1189,2.52,103000,INLAND
-117.09,34.22,16,1347,327,271,91,4,87500,INLAND
-117.08,32.57,13.5,4250.5,1028,3197,976.5,2.41,95750,NEAR OCEAN
-117.08,32.58,18.5,1795,375.5,1211,360.5,3.62,136850,NEAR OCEAN
-117.08,32.59,19,1516,357,1330.5,365.5,2.55,143700,NEAR OCEAN
-117.08,32.6,24,1901,490,1334,476,2.25,121900,NEAR OCEAN
-117.08,32.61,27,2264,525,1485,468,3.35,149100,NEAR OCEAN
-117.08,32.62,26.67,3111.33,732,1810.67,716.67,2.94,153633.333333333,NEAR OCEAN
-117.08,32.63,30.33,2491.67,593,1566.67,559.33,2.34,148500,NEAR OCEAN
-117.08,32.64,30.67,1191,339.67,663,333.33,1.82,145833.333333333,NEAR OCEAN
-117.08,32.65,22.5,2464.5,657.5,1382,622,2.45,135400,NEAR OCEAN
-117.08,32.66,43,1004,236,839,235,2.81,103400,NEAR OCEAN
-117.08,32.67,31,3008,764,2088,757,2.57,118200,NEAR OCEAN
-117.08,32.68,22.5,3353,846.5,2641.5,833,2.13,117500,NEAR OCEAN
-117.08,32.69,33.5,2064.5,385.5,1469.5,380,3.59,114200,NEAR OCEAN
-117.08,32.7,36,1918.67,357.33,1144,348.67,2.82,98833.3333333333,NEAR OCEAN
-117.08,32.71,27,2204,598,1656,521,1.48,86200,NEAR OCEAN
-117.08,32.72,32,2286,468,1741,467,3.04,101900,NEAR OCEAN
-117.08,32.73,30.33,2474.67,541.33,1491.67,525,2.91,118600,NEAR OCEAN
-117.08,32.74,31.33,2351,516,1534.67,491.67,2.57,128766.666666667,NEAR OCEAN
-117.08,32.75,17.75,1701.75,484.5,1225.25,432.25,1.81,110425,NEAR OCEAN
-117.08,32.76,21.67,1824,545,1148,483.33,2.2,140233.333333333,NEAR OCEAN
-117.08,32.77,28,2490.5,502,1003,460,4.47,201650,NEAR OCEAN
-117.08,32.78,21,2919,496,984,443,4.63,222800,NEAR OCEAN
-117.08,32.8,28.5,2275,410,898.5,402.5,3.5,181300,NEAR OCEAN
-117.08,32.82,13,3482,546,1480,522,6.55,275150,<1H OCEAN
-117.08,32.83,7,13703,2352,4446,1856,6.43,260600,<1H OCEAN
-117.08,32.91,12.5,1600,223,686.5,227.5,7.07,288150,<1H OCEAN
-117.08,32.93,5,14944,2490,6600,2407,6.09,308300,<1H OCEAN
-117.08,32.97,3,17466,3336,7644,2895,5.46,246500,<1H OCEAN
-117.08,33.01,5,5659,931,2565,902,6.19,238700,<1H OCEAN
-117.08,33.03,15,1911.25,374.75,831.25,351.5,4.72,166250,<1H OCEAN
-117.08,33.04,10,2577,347,1193,365,6.53,264100,<1H OCEAN
-117.08,33.08,23,3400,501,1383,488,4.98,249100,<1H OCEAN
-117.08,33.09,23,3792,624,1988,658,4.76,178300,<1H OCEAN
-117.08,33.11,30,1760.67,451,1508.67,452.33,2.32,119833.333333333,<1H OCEAN
-117.08,33.12,37.67,613.67,173.33,498.33,155,1.47,132433.333333333,<1H OCEAN
-117.08,33.13,17,8466,2628,7014,2267,2.14,113700,<1H OCEAN
-117.08,33.14,15,1852,345.33,1064,345.33,4.06,157300,<1H OCEAN
-117.08,33.16,11,6341,1030,2697,977,4.86,206700,<1H OCEAN
-117.08,33.23,14,3337,571,1385,512,4.15,272200,<1H OCEAN
-117.08,33.82,6,1771,293,935,279,4.07,148200,INLAND
-117.08,34.02,20,3111,563,1453,538,3.34,122800,INLAND
-117.08,34.03,23,3862,699,2082,652,3.15,115700,INLAND
-117.08,34.96,28,1777,307,721,259,3.63,79800,INLAND
-117.07,32.56,9,3648,895,3293,840,3.1,142600,NEAR OCEAN
-117.07,32.57,15.5,2244,495.5,1567.5,489,2.66,112500,NEAR OCEAN
-117.07,32.58,25,1607,280,899,260,3.82,134400,NEAR OCEAN
-117.07,32.59,21,1779,466,1327,488,1.6,96200,NEAR OCEAN
-117.07,32.6,15.5,2104.5,493,1012.5,475,2.11,86900,NEAR OCEAN
-117.07,32.61,16,3351,872.5,2111,793.5,2.16,131950,NEAR OCEAN
-117.07,32.62,19,5016,1173,2750,1081,2.78,155900,NEAR OCEAN
-117.07,32.63,38,2127,381.67,959.33,359.67,3.59,152433.333333333,NEAR OCEAN
-117.07,32.64,33.33,3164.67,689.33,1496.67,656.67,3.67,150900,NEAR OCEAN
-117.07,32.65,12,4131,891,2272,840,3.47,204900,NEAR OCEAN
-117.07,32.67,31.5,2979,674,1951,620.5,2.14,103950,NEAR OCEAN
-117.07,32.68,18,1475,267,1149,268,5.08,142200,NEAR OCEAN
-117.07,32.69,25.67,1702,324.67,1225.67,331,3.87,135433.333333333,NEAR OCEAN
-117.07,32.7,14,2763,456,1914,465,4.16,143000,NEAR OCEAN
-117.07,32.71,33.67,3117.67,650,2117.67,588.67,2.55,107366.666666667,NEAR OCEAN
-117.07,32.72,18,1758,286,987,277,4.69,141800,NEAR OCEAN
-117.07,32.73,18,2968,656,1149,581,2.65,154200,NEAR OCEAN
-117.07,32.74,37.5,1471.5,298.5,844,307,2.71,115400,NEAR OCEAN
-117.07,32.75,22.75,2815.75,662.5,1542.25,598.25,2.64,134675,NEAR OCEAN
-117.07,32.76,28,2175,461.5,1088.5,452.5,2.45,157350,NEAR OCEAN
-117.07,32.77,36.67,2384.67,412,1347.67,428,3.52,179033.333333333,NEAR OCEAN
-117.07,32.78,24,2323.5,431.5,1520,431,3.2,243550,NEAR OCEAN
-117.07,32.79,30.5,3036,478,1311,455.5,5.9,224200,NEAR OCEAN
-117.07,32.8,30,2425.33,384.67,977,389.33,4.77,181666.666666667,<1H OCEAN
-117.07,32.81,15,2000,402,778,369,4.36,224200,<1H OCEAN
-117.07,33,4,7697.5,1562,2993,1407,4.6,261550,<1H OCEAN
-117.07,33.01,15,3995,679,1252.5,600.5,4.16,231750,<1H OCEAN
-117.07,33.02,17,2863,665,715,467,2.6,148200,<1H OCEAN
-117.07,33.03,14.5,3880,694.5,1193.5,588.5,5.95,298350,<1H OCEAN
-117.07,33.04,4,2271,578,926,391,3.64,210100,<1H OCEAN
-117.07,33.11,24,3810,855,2165,783,3.05,141100,<1H OCEAN
-117.07,33.12,21.67,3168.33,675,1764.33,630,2.76,153666.666666667,<1H OCEAN
-117.07,33.13,25,3686,898.5,2569,825,2.4,136400,<1H OCEAN
-117.07,33.14,16,2546,429,1683,408,4.74,160600,<1H OCEAN
-117.07,33.15,16,2443.5,409.5,1083.5,395,4.19,169050,<1H OCEAN
-117.07,33.67,11,939,187,557,190,2.38,145800,INLAND
-117.07,33.72,16,4928,960,2132,853,2.8,112500,INLAND
-117.07,34.05,14,5764,1006,1876,841,1.97,173200,INLAND
-117.07,34.24,21,4773,1047,337,130,3.94,115000,INLAND
-117.06,32.55,5,3223,940,3284,854,1.44,108800,NEAR OCEAN
-117.06,32.56,11,2754.5,804,2958,765.5,1.76,132700,NEAR OCEAN
-117.06,32.57,19,1543.25,313.25,1451.25,312.25,2.92,129050,NEAR OCEAN
-117.06,32.58,13.67,3012.67,651.33,2024,642,3.61,132566.666666667,NEAR OCEAN
-117.06,32.59,13,3920,775,2814,760,4.06,148800,NEAR OCEAN
-117.06,32.6,27.33,1022.67,237,839.33,234,2.29,103366.666666667,NEAR OCEAN
-117.06,32.61,27,3441.33,910,2333,881.33,2.49,137233.333333333,NEAR OCEAN
-117.06,32.62,36,786,125,408,138,3.92,189700,NEAR OCEAN
-117.06,32.63,33,2747,488,1354,476.5,4.17,165000,NEAR OCEAN
-117.06,32.64,30,4494,667,1883,680,5.77,186100,NEAR OCEAN
-117.06,32.66,28.5,3006,501,1572.5,468.5,4.6,184000,NEAR OCEAN
-117.06,32.67,29,4047,754,2353,730,4.05,125000,NEAR OCEAN
-117.06,32.68,38.33,2653.67,542.67,1896.33,510.33,2.44,121433.333333333,NEAR OCEAN
-117.06,32.69,10.33,915.33,176.33,819.67,176.67,4.82,157166.666666667,NEAR OCEAN
-117.06,32.7,12,3943,737,3280,751,4.11,141400,NEAR OCEAN
-117.06,32.71,19,2314,502.33,1670.33,485.33,3.53,125066.666666667,NEAR OCEAN
-117.06,32.72,31,2669,514,1626,499,3.19,116900,NEAR OCEAN
-117.06,32.73,33,3444,619,1884,582,3.79,126700,NEAR OCEAN
-117.06,32.75,34,2216.5,515,1249,510,2.63,127550,NEAR OCEAN
-117.06,32.76,33.75,2079.75,482,1038.5,448,2.56,154950,NEAR OCEAN
-117.06,32.77,28,2629,627.33,1975.67,590.67,2.3,163466.666666667,NEAR OCEAN
-117.06,32.78,31,2485,436,942,448,4.8,220800,NEAR OCEAN
-117.06,32.79,19,3155.5,412,1008.5,387,9.18,361550,<1H OCEAN
-117.06,32.8,17,2247,340,973,318,5.5,222000,<1H OCEAN
-117.06,32.81,17,3939,550,1694,553,6.79,234700,<1H OCEAN
-117.06,32.97,17,4754,877,2412,832,4.35,192300,<1H OCEAN
-117.06,32.99,16,1306,196,713,222,6.27,180700,<1H OCEAN
-117.06,33.01,16.5,2544,451,815,435,3.97,184150,<1H OCEAN
-117.06,33.02,20.5,1732.5,289.5,636.5,277.5,3.91,191300,<1H OCEAN
-117.06,33.03,23,2023,309,678,340,7.09,265400,<1H OCEAN
-117.06,33.04,17,1785,255,667,277,5.74,278000,<1H OCEAN
-117.06,33.09,11,7483,1276,3516,1261,4.05,262500,<1H OCEAN
-117.06,33.13,12,8742,2114,4854,1957,2.8,143500,<1H OCEAN
-117.06,33.14,27,3819,674,2447,717,3.82,137200,<1H OCEAN
-117.06,33.15,24,2155,379,1158,360,4.79,147500,<1H OCEAN
-117.06,33.17,4,5465,974,2844,950,4.45,174800,<1H OCEAN
-117.06,33.78,17,2813,565,1345,488,2.58,145300,INLAND
-117.06,34,33,1575,326,879,282,2.54,94400,INLAND
-117.06,34.02,24,3912,809,1926,762,2.69,116300,INLAND
-117.06,34.03,27,1945,446,859,418,1.52,126200,INLAND
-117.06,34.17,21,2520,582,416,151,2.71,89000,INLAND
-117.06,34.87,14,3348,619,1756,557,3.6,91400,INLAND
-117.06,34.9,36,2828,916,1762,736,1.43,59600,INLAND
-117.05,32.56,19,1457.33,372,1351.67,365.33,2.29,129566.666666667,NEAR OCEAN
-117.05,32.57,17.5,2868.5,546,2431,531.5,3.95,132800,NEAR OCEAN
-117.05,32.58,23.33,2068,369.33,1500.33,360,4.52,134800,NEAR OCEAN
-117.05,32.59,21,3301,637,2199.5,603,3.66,115100,NEAR OCEAN
-117.05,32.61,26,3876.67,735.33,2508.33,724.67,3.54,136300,NEAR OCEAN
-117.05,32.62,34,3928,686,2315,681,4.29,144500,NEAR OCEAN
-117.05,32.63,31,4911,861,2334,843,4.2,160100,NEAR OCEAN
-117.05,32.67,24,3197.5,564,2215.5,566.5,4.73,145800,NEAR OCEAN
-117.05,32.68,23,2237,404.67,1242,354,3.59,148433.333333333,NEAR OCEAN
-117.05,32.69,14.33,1170.33,307.67,918,294.67,4.06,151200,NEAR OCEAN
-117.05,32.71,25,3292,608,2266,592,3.3,119200,NEAR OCEAN
-117.05,32.72,35,2723,493,1426,469,3.68,125450,NEAR OCEAN
-117.05,32.73,27,3184,588,1763,571,3.55,133900,NEAR OCEAN
-117.05,32.74,34,2178,455,1193,446,3.17,115300,NEAR OCEAN
-117.05,32.75,35.75,2163.25,448,1074,424,3.11,138425,NEAR OCEAN
-117.05,32.76,41.5,3383,632.5,1435.5,614.5,3.46,157200,NEAR OCEAN
-117.05,32.77,28,3045.5,672.5,1384,610,2.35,153000,NEAR OCEAN
-117.05,32.78,37,1184,178,529,192,4.79,161700,<1H OCEAN
-117.05,32.8,20.25,2062.5,334.25,776,320.5,5.28,213650,<1H OCEAN
-117.05,32.81,17,1885,292,771,301,5.64,228600,<1H OCEAN
-117.05,32.82,16,4046,731,1684,701,4.23,197000,<1H OCEAN
-117.05,32.95,17,3926.5,823,2155,815,3.6,173200,<1H OCEAN
-117.05,32.96,18,3593,661,1992,626,4.83,165800,<1H OCEAN
-117.05,32.97,17,9911,1436,4763,1414,5.59,194300,<1H OCEAN
-117.05,33.01,18,3494,506.5,1453.5,505.5,7.62,320200,<1H OCEAN
-117.05,33.02,18,917,121,388,131,6.35,260100,<1H OCEAN
-117.05,33.03,15,2633.5,535.5,835.5,506,4.43,183400,<1H OCEAN
-117.05,33.05,6,7916,1293,2741,1204,5.64,278600,<1H OCEAN
-117.05,33.1,13,5516,746,2119,662,6.19,320200,<1H OCEAN
-117.05,33.11,18,4393,642,2095,677,5.48,223500,<1H OCEAN
-117.05,33.13,19.67,4186,932.33,2529,856.33,3.96,145300,<1H OCEAN
-117.05,33.14,16,4552,1166,2737,1051,2.25,136300,<1H OCEAN
-117.05,33.26,14,3103,569,1704,539,3.76,264700,<1H OCEAN
-117.05,33.29,17,1800,312,891,281,7.02,267600,<1H OCEAN
-117.05,33.52,5,3471,530,1541,502,4.81,347700,<1H OCEAN
-117.05,34.01,27,5484,1205,2645,1131,2.19,116700,INLAND
-117.05,34.02,21,3098,646,1351,614,2.6,106700,INLAND
-117.05,34.03,28,3009,698,1200,626,1.4,104600,INLAND
-117.05,34.04,23,3967,766,1518,698,2.29,111800,INLAND
-117.05,34.89,36,1199,260,665,229,3.71,62000,INLAND
-117.04,32.54,7,938,297,1187,282,1.27,67500,NEAR OCEAN
-117.04,32.55,15,2206,648,2511,648,1.63,93200,NEAR OCEAN
-117.04,32.58,17,2192,381.5,1690,377,4.52,142100,NEAR OCEAN
-117.04,32.6,19,6399.5,1153.5,4048,1151,4.07,146350,NEAR OCEAN
-117.04,32.62,26.5,2665,444.5,1544.5,445,4.84,153950,NEAR OCEAN
-117.04,32.63,26,2415,389,1197,366.5,4.63,170900,NEAR OCEAN
-117.04,32.64,5,2329,542,1213,514,4.03,225600,NEAR OCEAN
-117.04,32.65,8,8806,1401,3159,1059,4.22,247800,NEAR OCEAN
-117.04,32.66,22,3362,630,1471,612,4.14,303900,NEAR OCEAN
-117.04,32.67,14,3464,683,2139,734,4.07,137500,NEAR OCEAN
-117.04,32.68,11.75,2103.5,415.25,1208,408.5,4.31,120500,NEAR OCEAN
-117.04,32.69,18,2603.5,608,1903.5,587.5,3.28,137350,NEAR OCEAN
-117.04,32.7,7,9311,1703,7302,1694,4.42,156900,NEAR OCEAN
-117.04,32.71,28,5274,991,3727,961,3.57,109800,NEAR OCEAN
-117.04,32.72,24,5474,955,3020,904,4.08,137000,NEAR OCEAN
-117.04,32.73,30.5,1729.5,333.5,1064.5,338,3.41,128050,NEAR OCEAN
-117.04,32.74,19,3379,777.5,2007.5,781.5,2.7,136350,NEAR OCEAN
-117.04,32.75,36,2297,418,1070,392,3.52,144000,NEAR OCEAN
-117.04,32.76,40,3075,611,1409.5,594.5,3.44,146800,NEAR OCEAN
-117.04,32.77,21,4683.33,1121.67,2310,1081.67,2.83,145800,<1H OCEAN
-117.04,32.79,23,2491,350,863,348,6.72,306800,<1H OCEAN
-117.04,32.8,18,2153,392.5,848.5,389,3.89,195050,<1H OCEAN
-117.04,32.81,12,2880,406,1381,418,6.54,254200,<1H OCEAN
-117.04,32.83,8,2205,348,777,341,6.03,177400,<1H OCEAN
-117.04,32.97,13,6711,1256,3683,1220,4.57,175700,<1H OCEAN
-117.04,32.98,16,1332,196,640,193,6.02,192900,<1H OCEAN
-117.04,32.99,6,9518,1418,4413,1275,6.6,314900,<1H OCEAN
-117.04,33.01,28,922,107,314,97,8.47,342300,<1H OCEAN
-117.04,33.03,16,2852,435,1083,448,6.38,296200,<1H OCEAN
-117.04,33.09,16,4677,581,1902,566,6.18,335600,<1H OCEAN
-117.04,33.15,15,13814,2888,6583,2789,2.82,150000,<1H OCEAN
-117.04,34,23,4187,816.5,1884,798.5,2.97,118500,INLAND
-117.04,34.02,24,4663,1213,1851,1116,1.44,103500,INLAND
-117.04,34.03,29,3375,795,1760,699,2.7,92000,INLAND
-117.04,34.04,30,3474,735,1674,691,2.59,98300,INLAND
-117.04,34.89,37,1884,366,1052,353,3.18,66800,INLAND
-117.03,32.6,26,1335,224,742,215,5.15,143400,NEAR OCEAN
-117.03,32.61,22.5,1290.5,182,650.5,190.5,5.58,169100,NEAR OCEAN
-117.03,32.63,13.5,2441.5,394.5,1315.5,397,5.51,220700,NEAR OCEAN
-117.03,32.65,14,1111,142,472,145,7.63,290500,NEAR OCEAN
-117.03,32.67,15,5094,818,2118,758,5.35,266600,NEAR OCEAN
-117.03,32.7,19,2304,572,2010,556,2.29,109900,NEAR OCEAN
-117.03,32.71,33.5,2727,535.5,1992,526,3.25,101300,NEAR OCEAN
-117.03,32.72,37.5,1539,315.5,1010,317,3.33,123000,NEAR OCEAN
-117.03,32.74,36,1349.5,302,697.5,272,2.72,130050,NEAR OCEAN
-117.03,32.75,24,7879,1655,3898,1534,3.09,187300,NEAR OCEAN
-117.03,32.77,26.5,3307.5,960,1745,880,2.61,139700,<1H OCEAN
-117.03,32.78,17,5481,1618,2957,1537,2.57,171300,<1H OCEAN
-117.03,32.8,19,3866,775,1554,703,4.33,220000,<1H OCEAN
-117.03,32.82,16,1765,289,743,280,4.97,209700,<1H OCEAN
-117.03,32.95,19,4500,815,2456,782,4.5,168900,<1H OCEAN
-117.03,32.96,16,3424,698,1940,645,4.12,182100,<1H OCEAN
-117.03,32.97,16,3936,694,1935,659,4.56,231200,<1H OCEAN
-117.03,33.12,25,3142,446,1286,419,5.47,248300,<1H OCEAN
